title,url,location,price,property_type,posted_by,description,Extracted_Locality,Clean_Project_Name,Google_Maps_Link,Exact_Price,BHK_List,Cleaned_Area,Price_Per_Sqft,Zone,Score_Area,Score_Price,Score_BHK_Liv,Score_BHK_Inv,Score_Zone_Liv,Score_Zone_Inv,Score_Keywords,Locality_Freq,Score_Locality,Livability_Score,Investment_Score,Recommendation_Score
Tata Varnam,https://www.99acres.com/tata-varnam-chokkahalli-bangalore-north-npxid-r450180,"in Chokkahalli, Bangalore","₹1.31 - 1.62 Cr, ₹1.56 - 1.99 Cr, ₹3.98 - 4.06 Cr, ₹2.94 - 3.54 Cr, ₹4.75 Cr","2, 3, 5 BHK Apartment, 3, 4 BHK Villa",Tata Housing,"Tata Varnam brings you beautifully designed 2 BHK Apartment, 3 BHK Apartment and 5 BHK Apartment in Chokkahalli. Prices here start from Rs. 1.31 Cr. Swimming Pool, Gymnasium and Club House are some of the amenities offered here. Tata Varnam is a New Launch project",Chokkahalli,Tata Varnam,https://www.google.com/maps/search/?api=1&query=Tata+Varnam+Chokkahalli+Bangalore,30500000,"[2, 3, 5, 3, 4]",,,North,1.70305518657167,7.25539786563224,10,9,8,9.3,2,1,0,56.2,66.2,61.2
Mana Dale,https://www.99acres.com/mana-dale-kodathi-bangalore-east-npxid-r418780,"in Kodathi, Near Sarjapur Road, Bangalore","₹1.44 - 1.83 Cr, ₹2.15 - 2.2 Cr","3, 4 BHK Apartment",Mana Projects,"Looking for your dream home? Explore 3,4 BHK apartments in Kodathi, now available in Mana Dale. Mana Dale apartments are available in multiples sizes, ranging from 1,482 - 2,145 sqft SUPER area. Mana Dale 's RERA registration number is PRM/KA/RERA/1251/446/PR/091123/006409. Apartment prices in this housing society vary in the range of Rs. 1.44 - 2.2 Cr",Sarjapur,Mana Dale,https://www.google.com/maps/search/?api=1&query=Mana+Dale+Kodathi+Near+Sarjapur+Road+Bangalore,19050000,"[3, 4]",2145,8881,East,2.87078855210724,7.46387894426549,10,9,7.5,9.5,0,120,10,57.5,80.4,69
Shriram Chirping Grove,https://www.99acres.com/shriram-chirping-grove-sarjapur-bangalore-east-npxid-r352969,"in Sarjapur, Bangalore",₹2.31 - 2.41 Cr,3 BHK Villa,Shriram Properties Limited,"Buy 3 BHK Villa for sale in Sarjapur in a gated society by Shriram Chirping Grove. Sizes of Villas vary in 2,523 - 2,628 sqft. Swimming Pool, Gymnasium and Creche/Day Care are some of the amenities offered here in this project. Villas in Shriram Chirping Grove will cost you in the range of Rs. 2.31 - 2.41 Cr",Sarjapur,Shriram Chirpg Grove,https://www.google.com/maps/search/?api=1&query=Shriram+Chirping+Grove+Sarjapur+Bangalore,23600000,[3],2628,8980,East,4.03731433401763,7.40748652135649,9,9,7.5,9.5,3,120,10,62,83.3,72.6
Embassy Verde,https://www.99acres.com/embassy-verde-devanahalli-bangalore-north-npxid-r436949,"in Devanahalli, Bangalore","₹75.68 L, ₹91.23 L - 1.08 Cr, ₹1.09 - 1.34 Cr","1, 2, 3 BHK Apartment",Embassy Group,"Finest 1,2,3 BHK apartments in Devanahalli available for sale in Embassy Verde. This society offers apartments in the price range of Rs. 75.68 L - 1.34 Cr. This society is RERA approved and PRM/KA/RERA/1250/303/PR/101224/007284 is the RERA number. Embassy Verde apartments are available in multiples sizes, ranging from 688 - 1,389 sqft SUPER area",Devanahalli,Embassy Verde,https://www.google.com/maps/search/?api=1&query=Embassy+Verde+Devanahalli+Bangalore,9893167,"[1, 2, 3]",1389,7123,North,1.04492211085618,8.46527166622521,9,9,8,9.3,0,66,5.46218487394958,50.6,75.4,63
Trishul Happy Homes Varenya,https://www.99acres.com/trishul-happy-homes-varenya-sarjapur-road-bangalore-east-npxid-r419794,"in Sarjapur Road, Bangalore","₹62.49 - 64.4 L, ₹83 L","2, 3 BHK Apartment",Trishul Builders and Promoters,"Beautiful 2,3 BHK apartments in Sarjapur Road, are now available in Trishul Happy Homes Varenya housing project. Here units have different sizes, mostly in range of 1,179 - 1,566 sqft SUPER area. Apartments in this complex are available in price range of Rs. 62.49 - 83 L. Apartments at Trishul Happy Homes Varenya is currently Ready To Move",Sarjapur,Trishul Happy Homes Varenya,https://www.google.com/maps/search/?api=1&query=Trishul+Happy+Homes+Varenya+Sarjapur+Road+Bangalore,7322250,"[2, 3]",1566,4676,East,1.47240671416496,9.8591328668142,9,9,7.5,9.5,2,120,10,54.5,88.4,71.4
Urbanrise Paradise On Earth,https://www.99acres.com/urbanrise-paradise-on-earth-kanakapura-road-bangalore-south-npxid-r409322,"in Kanakapura Road, Bangalore",₹3.07 - 3.72 Cr,4 BHK Villa,Urbanrise,"Check out 4 BHK Villa in Urbanrise Paradise On Earth, located in Kanakapura Road. Urbanrise Paradise On Earth is already Under Construction .Families will start moving in their Villas from Jan, 2026. Swimming Pool, Gymnasium and Children's Play Area are some of the amenities offered here in this project. Villas in Urbanrise Paradise On Earth will cost you in the range of Rs. 3.07 - 3.72 Cr",Kanakapura,Urbanrise Paradise On Earth,https://www.google.com/maps/search/?api=1&query=Urbanrise+Paradise+On+Earth+Kanakapura+Road+Bangalore,33950000,[4],,,South,1.70305518657167,7.25539786563224,10,6,9.2,8.2,0.5,29,2.35294117647059,57.1,59.9,58.5
Bren Aspera,https://www.99acres.com/bren-aspera-budigere-cross-bangalore-east-npxid-r395335,"in Budigere Cross, Bangalore",₹1.41 - 1.58 Cr,3 BHK Apartment,Bren Corporation,"Here are beautifully built 3 BHK apartments in Budigere Cross, available for sale at Bren Aspera. Apartment prices in this housing society vary in the range of Rs. 1.41 - 1.58 Cr. This society is RERA approved and PRM/KA/RERA/1251/310/PR/300622/005028 is the RERA number. Bren Aspera has apartments in multiple configurations, in range of 1,021 - 1,095 sqft",Budigere,Bren Aspera,https://www.google.com/maps/search/?api=1&query=Bren+Aspera+Budigere+Cross+Bangalore,14950000,[3],1095,13653,East,0.334862939258544,4.74565023596526,9,9,7.5,9.5,0,21,1.68067226890756,43.4,61.1,52.2
Meda East Winds,https://www.99acres.com/meda-east-winds-panathur-bangalore-east-npxid-r437308,"in Panathur, Bangalore","₹1.13 - 1.45 Cr, ₹1.34 - 1.76 Cr, ₹2.46 - 2.5 Cr","1, 2, 3, 4 BHK Apartment",Meda Projects,"Looking for your dream home? Explore 1,2,3,4 BHK apartments in Panathur, now available in Meda East Winds. This society is RERA approved and PRM/KA/RERA/1251/446/PR/261224/007320 is the RERA number. Meda East Winds has apartments in multiple configurations, in range of 638 - 2,502 sqft. Apartments in this complex are available in price range of Rs. 1.13 - 2.5 Cr",Panathur,Meda East Wds,https://www.google.com/maps/search/?api=1&query=Meda+East+Winds+Panathur+Bangalore,17733333,"[1, 2, 3, 4]",2502,7088,East,3.73300326047579,8.48520838139506,10,9,7.5,9.5,0,12,0.92436974789916,61.6,69.3,65.4
Ashrith Pravahya Township,https://www.99acres.com/ashrith-pravahya-township-electronics-city-phase-1-bangalore-south-npxid-r385346,"in Electronics City Phase 1, Bangalore",₹32.99 L - 1.28 Cr,Land,S V Developers Bengaluru,"Looking for Land in Electronics City Phase 1? Explore great investment options in Ashrith Pravahya Township. Homebuyers can enjoy amenities such as Swimming Pool, Gymnasium and Club House in this project. Land prices in this project are around Rs. 32.99 L - 1.28 Cr. Plot sizes here are roughly in range of 600 - 2,325 sqft",Electronics City Phase 1,Ashrith Pravahya Township,https://www.google.com/maps/search/?api=1&query=Ashrith+Pravahya+Township+Electronics+City+Phase+1+Bangalore,8049500,[],2325,3462,South,3.30551865716701,10,5,5,9.2,8.2,2,10,0.756302521008403,54.5,64.3,59.4
Goyal Orchid Life,https://www.99acres.com/goyal-orchid-life-varthur-bangalore-east-npxid-r421768,"in Varthur, Bangalore","₹93 L - 1.47 Cr, ₹1.76 - 2.24 Cr","2, 3 BHK Apartment",Goyal and Co,"Beautiful 2,3 BHK apartments in Varthur, are now available in Goyal Orchid Life housing project. This society offers apartments in the price range of Rs. 93 L - 2.24 Cr. Goyal Orchid Life apartments are available in multiples sizes, ranging from 811 - 1,863 sqft SUPER area. Goyal Orchid Life 's RERA registration number is PRM/KA/RERA/1251/446/PR/151223/006487",Varthur,Goyal Orchid Life,https://www.google.com/maps/search/?api=1&query=Goyal+Orchid+Life+Varthur+Bangalore,16000000,"[2, 3]",1863,8588,East,2.18971138751359,7.63077773125878,9,9,7.5,9.5,0,48,3.94957983193277,52.8,71.8,62.3
Anahata,https://www.99acres.com/anahata-whitefield-bangalore-east-npxid-r441258,"in Whitefield, Bangalore","₹89 - 95.58 L, ₹1.16 - 1.35 Cr","2, 3 BHK Apartment",Ishtika Vibranium,"Check out 2,3 BHK apartments in Whitefield, now available for sale at Anahata. Prices of apartments in this project, vary between Rs. 89 L - 1.35 Cr. Anahata is a RERA- registered society and PRM/KA/RERA/1250/304/PR/290425/007702 is the RERA registration number. Anahata apartments are available in multiples sizes, ranging from 1,164 - 1,758 sqft SUPER area",Whitefield,Anahata,https://www.google.com/maps/search/?api=1&query=Anahata+Whitefield+Bangalore,10889500,"[2, 3]",1758,6194,East,1.93611882622872,8.99444904887628,9,9,7.5,9.5,0,95,7.89915966386555,53.3,81.1,67.2
Prestige Suncrest,https://www.99acres.com/prestige-suncrest-electronic-city-bangalore-south-npxid-r439895,"in Electronic City, Bangalore","₹71 L, ₹1.29 - 1.34 Cr, ₹1.53 - 2.11 Cr","1, 2, 3 BHK Apartment",Prestige Group,"Prestige Suncrest society now offers elegantly built 1,2,3 BHK apartments in Electronic City. Apartments in this complex are available in price range of Rs. 71 L - 2.11 Cr. This society is RERA approved and PRM/KA/RERA/1251/308/PR/170225/007512 is the RERA number. Here units have different sizes, mostly in range of 691 - 2,005 sqft SUPER area",Electronic City,Prestige Suncrest,https://www.google.com/maps/search/?api=1&query=Prestige+Suncrest+Electronic+City+Bangalore,12816667,"[1, 2, 3]",2005,6392,South,2.53266513706074,8.88166420305829,9,9,9.2,8.2,0,26,2.10084033613445,58.6,67.6,63.1
Sattva Bhumi,https://www.99acres.com/sattva-bhumi-devanahalli-bangalore-north-npxid-r434570,"in Devanahalli, Bangalore",₹82.45 - 98.95 L,Land,Sattva Group,"Want to invest in Land in Devanahalli? Check out Sattva Bhumi, the city's best offering in this category. Land prices in projectName vary in the range of Rs. 82.45 - 98.95 L. Land will be offered for possession from Dec, 2026. Homebuyers can enjoy amenities such as Swimming Pool, Gymnasium and Club House in this project",Devanahalli,Sattva Bhumi,https://www.google.com/maps/search/?api=1&query=Sattva+Bhumi+Devanahalli+Bangalore,9070000,[],,,North,1.70305518657167,7.25539786563224,5,5,8,9.3,2,66,5.46218487394958,43.7,68.4,56
Nischitha Divine Park,https://www.99acres.com/nischitha-divine-park-nelamangala-bangalore-west-npxid-r455723,"in Nelamangala, Bangalore",₹47.99 - 59.99 L,Land,Nischita Properties,"This is your chance to invest in Land in Nelamangala. Check out Nischitha Divine Park , one of the best offerings in the area that too within your price range. This is your chance to invest in Land in Nelamangala. Check out Nischitha Divine Park , one of the best offerings in the area that too within your price range. Sizes of these property options are in the bracket of 1,200 - 1,500 sqft. Land here are Under Construction",Nelamangala,Nischitha Dive Park,https://www.google.com/maps/search/?api=1&query=Nischitha+Divine+Park+Nelamangala+Bangalore,5399000,[],1500,3599,North,1.31300567564304,10,5,5,8,9.3,1,10,0.756302521008403,44.1,67.2,55.6
Suvedha Serenity,https://www.99acres.com/suvedha-serenity-banashankari-2-block-bangalore-south-npxid-r453860,"in Banashankari 6th Stage 2nd Block, Bangalore",₹1.44 Cr,3 BHK Apartment,Suvedha Builders,"Finest 3 BHK apartments in Banashankari 6th Stage 2nd Block available for sale in Suvedha Serenity. This society offers apartments in the price range of Rs. 1.44 Cr. Here units have different sizes, mostly in range of 1,900 sqft SUPER area. Apartments are Ready To Move in this project",Banashankari,Suvedha Serenity,https://www.google.com/maps/search/?api=1&query=Suvedha+Serenity+Banashankari+6th+Stage+2nd+Block+Bangalore,14400000,[3],1900,7579,South,2.27907257577587,8.20552474858378,9,9,9.2,8.2,2,20,1.59663865546218,59.1,67.1,63.1
BRR North Excellency Phase 1,https://www.99acres.com/brr-north-excellency-phase-1-thanisandra-main-road-bangalore-north-npxid-r439475,"in Thanisandra Main Road, Bangalore North","₹1.01 - 1.04 Cr, ₹1.29 - 1.62 Cr","2, 3 BHK Apartment",BRR Hallmark Developers,"Spacious 2,3 BHK apartments in Thanisandra Main Road are available for sale.Check out latest property options at BRR North Excellency Phase 1 housing society. This society is RERA approved and PRM/KA/RERA/1251/309/PR/180225/007514 is the RERA number. This society offers apartments in the price range of Rs. 1.01 - 1.62 Cr. BRR North Excellency Phase 1 apartments are available in multiples sizes, ranging from 1,230 - 1,786 sqft SUPER area",Thanisandra,BRR North Excellency Phase 1,https://www.google.com/maps/search/?api=1&query=BRR+North+Excellency+Phase+1+Thanisandra+Main+Road+Bangalore+North,12400000,"[2, 3]",1786,6943,North,2.00374350923802,8.56780334424157,9,9,8,9.3,0,42,3.4453781512605,54.1,72.6,63.4
Prestige Park Grove,https://www.99acres.com/prestige-park-grove-whitefield-bangalore-east-npxid-r410449,"in Whitefield, Bangalore","₹91.45 - 94.11 L, ₹1.49 - 1.61 Cr, ₹2.12 - 4.68 Cr, ₹3.32 - 5.4 Cr","1, 2, 3, 4 BHK Apartment",Prestige Group,"Spacious 1,2,3,4 BHK apartments in Whitefield are available for sale.Check out latest property options at Prestige Park Grove housing society. This society offers apartments in the price range of Rs. 91.45 L - 5.4 Cr. Apartments in Prestige Park Grove have CARPET area ranging between 412 - 2,831 sqft. Prestige Park Grove 's RERA registration number is PRM/KA/RERA/1251/446/PR/100823/006141",Whitefield,Prestige Park Grove,https://www.google.com/maps/search/?api=1&query=Prestige+Park+Grove+Whitefield+Bangalore,25594500,"[1, 2, 3, 4]",2831,9041,East,4.52759328583505,7.37273967491762,10,9,7.5,9.5,1.5,95,7.89915966386555,64.7,78.5,71.6
Provident Sunworth,https://www.99acres.com/provident-sunworth-mysore-road-bangalore-west-npxid-r8408,"in Mysore Road, Bangalore","₹79.47 L, ₹97.38 L","2, 3 BHK Apartment",Provident Housing,"Provident Sunworth, one of the known housing societes in Bangalore West, brings classic yet modern 2,3 BHK apartments in Mysore Road. Prices of apartments in this project, vary between Rs. 79.47 - 97.38 L. Apartments in Provident Sunworth have SUPER area ranging between 883 - 1,082 sqft. The apartments here are Ready To Move",Mysore Road,Provident Sunworth,https://www.google.com/maps/search/?api=1&query=Provident+Sunworth+Mysore+Road+Bangalore,8842500,"[2, 3]",1082,8172,West,0.303465765004227,7.86773983156324,9,9,6.8,7.4,2,23,1.84873949579832,47,63.8,55.4
Sumadhura Capitol Residences,https://www.99acres.com/sumadhura-capitol-residences-whitefield-bangalore-east-npxid-r433778,"in Whitefield, Bangalore","₹2.7 - 3.55 Cr, ₹3.5 Cr","3, 4 BHK Apartment",Sumadhura Group,"Spacious 3,4 BHK apartments in Whitefield are available for sale.Check out latest property options at Sumadhura Capitol Residences housing society. Here units have different sizes, mostly in range of 1,635 - 2,150 sqft SUPER area. The housing society is RERA-registered with PRM/KA/RERA/1251/446/PR/051024/007125 registration number. Apartments in this complex are available in price range of Rs. 2.7 - 3.55 Cr",Whitefield,Sumadhura Capitol Residences,https://www.google.com/maps/search/?api=1&query=Sumadhura+Capitol+Residences+Whitefield+Bangalore,33125000,"[3, 4]",2150,15407,East,2.8828643883589,3.74653599573924,10,9,7.5,9.5,0,95,7.89915966386555,53.8,68,60.9
Adithya Homes Paradise,https://www.99acres.com/adithya-homes-paradise-whitefield-bangalore-east-npxid-r371202,"in Whitefield, Bangalore",₹81.6 L - 2 Cr,Land,Adithya Homes,"Want to invest in Land in Whitefield? Check out Adithya Homes Paradise, the city's best offering in this category. Land size in Adithya Homes Paradise is in the range of 1,200 - 2,500 sqft. Swimming Pool, Gymnasium and Club House are some of the top amenities available in this project. Land prices in this project are around Rs. 81.6 L - 2 Cr",Whitefield,Adithya Homes Paradise,https://www.google.com/maps/search/?api=1&query=Adithya+Homes+Paradise+Whitefield+Bangalore,14080000,[],2500,5632,East,3.72817292597513,9.31457573246068,5,5,7.5,9.5,2,95,7.89915966386555,51.9,77.9,64.9
Winds of Change by CKPC,https://www.99acres.com/winds-of-change-by-ckpc-yelahanka-bangalore-north-npxid-r444773,"in Yelahanka, Bangalore","₹60.23 L, ₹1.04 - 1.28 Cr, ₹1.44 - 1.58 Cr, ₹2.13 Cr","1, 2, 3, 4 BHK Apartment",CKPC Residences,"Choose your dream home from the wide variety of 1,2,3,4 BHK apartments in Yelahanka, available for sale in Winds of Change by CKPC. Apartments in Winds of Change by CKPC have SUPER area ranging between 689 - 2,353 sqft. Prices of apartments in this project, vary between Rs. 60.23 L - 2.13 Cr. This society is RERA approved and PRM/KA/RERA/1251/472/PR/210525/007765 is the RERA number",Yelahanka,Wds of Change by CKPC,https://www.google.com/maps/search/?api=1&query=Winds+of+Change+by+CKPC+Yelahanka+Bangalore,13505750,"[1, 2, 3, 4]",2353,5740,North,3.37314334017631,9.25305672565086,10,9,8,9.3,0,47,3.8655462184874,62.1,75,68.6
Sobha Manhattan Towers Town Park,https://www.99acres.com/sobha-manhattan-towers-town-park-yadavanahalli-bangalore-south-npxid-r377702,"in Yadavanahalli, Near Hosur Road, Bangalore","₹76.65 - 83.52 L, ₹1.6 - 1.88 Cr","2, 3 BHK Apartment",Sobha,"Here are beautifully built 2,3 BHK apartments in Yadavanahalli, available for sale at Sobha Manhattan Towers Town Park. This society offers apartments in the price range of Rs. 76.65 L - 1.88 Cr. Here units have different sizes, mostly in range of 511 - 1,176 sqft CARPET area. Sobha Manhattan Towers Town Park 's RERA registration number is PRM/KA/RERA/1251/308/PR/210518/004150",Yadavanahalli,Sobha Manhattan Towers Town Park,https://www.google.com/maps/search/?api=1&query=Sobha+Manhattan+Towers+Town+Park+Yadavanahalli+Near+Hosur+Road+Bangalore,12704250,"[2, 3]",1176,10803,South,0.530491486535443,6.3690684712242,9,9,9.2,8.2,1.5,4,0.252100840336134,50.6,60,55.3
Sobha Magnus,https://www.99acres.com/sobha-magnus-bannerghatta-road-bangalore-south-npxid-r444779,"in Bannerghatta Road, Bangalore","₹3 - 3.37 Cr, ₹4.12 Cr","3, 4 BHK Apartment",Sobha,"Sobha Magnus, one of the known housing societes in Bangalore South, brings classic yet modern 3,4 BHK apartments in Bannerghatta Road. Apartments in this complex are available in price range of Rs. 3 - 4.12 Cr. Sobha Magnus 's RERA registration number is PRM/KA/RERA/1251/310/PR/131025/008160. Apartments in Sobha Magnus have SUPER area ranging between 1,856 - 2,578 sqft",Bannerghatta,Sobha Magnus,https://www.google.com/maps/search/?api=1&query=Sobha+Magnus+Bannerghatta+Road+Bangalore,36525000,"[3, 4]",2578,14168,South,3.91655597150103,4.45229571275181,10,9,9.2,8.2,0,31,2.52100840336134,61.6,57.1,59.4
Prestige City Avalon Park,https://www.99acres.com/prestige-city-avalon-park-sarjapur-road-bangalore-east-npxid-r381087,"in Sarjapur Road, Bangalore","₹1.42 - 1.72 Cr, ₹1.76 - 2.47 Cr, ₹2.65 - 2.75 Cr","2, 3, 4 BHK Apartment",Prestige Group,"Spacious 2,3,4 BHK apartments in Sarjapur Road are available for sale.Check out latest property options at Prestige City Avalon Park housing society. The housing society is RERA-registered with PRM/KA/RERA/1251/308/PR/210928/004316 registration number. Apartments in Prestige City Avalon Park have CARPET area ranging between 886 - 1,716 sqft. Prices of apartments in this project, vary between Rs. 1.42 - 2.75 Cr",Sarjapur,Prestige City Avalon Park,https://www.google.com/maps/search/?api=1&query=Prestige+City+Avalon+Park+Sarjapur+Road+Bangalore,21283333,"[2, 3, 4]",1716,12403,East,1.83468180171477,5.4576757777455,10,9,7.5,9.5,1.5,120,10,53.4,76.9,65.2
Bren Park City,https://www.99acres.com/bren-park-city-hulimangala-bangalore-south-npxid-r449499,"in Hulimangala, Bangalore",₹1.74 - 1.76 Cr,3 BHK Apartment,Bren Corporation,"Choose your dream home from the wide variety of 3 BHK apartments in Hulimangala, available for sale in Bren Park City. Bren Park City is a RERA- registered society and PRM/KA/RERA/1251/308/PR/110725/007908 is the RERA registration number. Apartments in this complex are available in price range of Rs. 1.74 - 1.76 Cr. Bren Park City has apartments in multiple configurations, in range of 1,008 - 1,021 sqft",Hulimangala,Bren Park City,https://www.google.com/maps/search/?api=1&query=Bren+Park+City+Hulimangala+Bangalore,17500000,[3],1021,17140,South,0.156140562733969,2.75938378461512,9,9,9.2,8.2,1.5,1,0,45.7,50.6,48.2
Ranka Ankura,https://www.99acres.com/ranka-ankura-thanisandra-bangalore-north-npxid-r435494,"in Thanisandra, Bangalore","₹1.22 Cr, ₹1.41 - 1.6 Cr, ₹1.97 Cr","2, 3, 4 BHK Apartment",Ranka Group,"Finest 2,3,4 BHK apartments in Thanisandra available for sale in Ranka Ankura. The housing society is RERA-registered with PRM/KA/RERA/1251/472/PR/251024/007176 registration number. Prices of apartments in this project, vary between Rs. 1.22 - 1.97 Cr. Apartments in Ranka Ankura have CARPET area ranging between 923 - 1,493 sqft",Thanisandra,Ranka Ankura,https://www.google.com/maps/search/?api=1&query=Ranka+Ankura+Thanisandra+Bangalore,15650000,"[2, 3, 4]",1493,10482,North,1.29609950489071,6.55191663035336,10,9,8,9.3,0,42,3.4453781512605,52.1,67.6,59.8
Goyal Orchid Salisbury,https://www.99acres.com/goyal-orchid-salisbury-thanisandra-bangalore-north-npxid-r419500,"in Thanisandra, Bangalore","₹1.01 Cr, ₹97 L - 1.37 Cr, ₹1.59 - 1.87 Cr","1, 2, 3 BHK Apartment",Goyal and Co,"Choose your dream home from the wide variety of 1,2,3 BHK apartments in Thanisandra, available for sale in Goyal Orchid Salisbury. Apartments in this complex are available in price range of Rs. 97 L - 1.87 Cr. Goyal Orchid Salisbury apartments are available in multiples sizes, ranging from 930 - 1,675 sqft SUPER area. Goyal Orchid Salisbury is a RERA- registered society and PRM/KA/RERA/1251/309/PR/271123/006440 is the RERA registration number",Thanisandra,Goyal Orchid Salisbury,https://www.google.com/maps/search/?api=1&query=Goyal+Orchid+Salisbury+Thanisandra+Bangalore,13033333,"[1, 2, 3]",1675,7781,North,1.73565994445115,8.0904614210321,9,9,8,9.3,0,42,3.4453781512605,52.7,71.4,62
Elegant Tranquility,https://www.99acres.com/elegant-tranquility-rajarajeshwari-nagar-bangalore-west-npxid-r411456,"in Rajarajeshwari Nagar, Bangalore","₹96.31 L - 1.14 Cr, ₹1.67 - 1.9 Cr, ₹2.04 Cr","2, 3, 4 BHK Apartment",Elegant Builders Bangalore,"Beautiful 2,3,4 BHK apartments in Rajarajeshwari Nagar, are now available in Elegant Tranquility housing project. Apartments in this complex are available in price range of Rs. 96.31 L - 2.04 Cr. The housing society is RERA-registered with PRM/KA/RERA/1251/310/PR/300523/005959 registration number. Apartments in Elegant Tranquility have SUPER area ranging between 1,002 - 2,036 sqft",Rajarajeshwari Nagar,Elegant Tranquility,https://www.google.com/maps/search/?api=1&query=Elegant+Tranquility+Rajarajeshwari+Nagar+Bangalore,16255167,"[2, 3, 4]",2036,7984,West,2.60753532182104,7.97482847304699,10,9,6.8,7.4,0,13,1.00840336134454,55.7,60.8,58.2
Vertex Wellington,https://www.99acres.com/vertex-wellington-gunjur-bangalore-east-npxid-r413567,"in Gunjur, Near Varthur, Bangalore",₹88.31 L - 1.07 Cr,2 BHK Apartment,Vertex Infras,"Finest 2 BHK apartments in Gunjur available for sale in Vertex Wellington. Vertex Wellington apartments are available in multiples sizes, ranging from 1,077 - 1,306 sqft SUPER area. Vertex Wellington 's RERA registration number is PRM/KA/RERA/1251/310/PR/270723/006096. This society offers apartments in the price range of Rs. 88.31 L - 1.07 Cr",Varthur,Vertex Wellgton,https://www.google.com/maps/search/?api=1&query=Vertex+Wellington+Gunjur+Near+Varthur+Bangalore,9765500,[2],1306,7477,East,0.844463229078614,8.26362603279305,7,8,7.5,9.5,0,48,3.94957983193277,43.7,71.8,57.8
GRC Sapphire Spring,https://www.99acres.com/grc-sapphire-spring-gottigere-bangalore-south-npxid-r439317,"in Gottigere, Bannerghatta Road","₹1.04 - 1.22 Cr, ₹1.25 - 1.45 Cr","2, 3 BHK Apartment",GRC Infra,"Finest 2,3 BHK apartments in Gottigere available for sale in GRC Sapphire Spring. Apartment prices in this housing society vary in the range of Rs. 1.04 - 1.45 Cr. GRC Sapphire Spring has apartments in multiple configurations, in range of 1,195 - 1,660 sqft. This society is RERA approved and PRM/KA/RERA/1251/310/PR/030225/007479 is the RERA number",Bannerghatta,GRC Sapphire Sprg,https://www.google.com/maps/search/?api=1&query=GRC+Sapphire+Spring+Gottigere+Bannerghatta+Road,12400000,"[2, 3]",1660,7470,South,1.69943243569617,8.26761337582702,9,9,9.2,8.2,0,31,2.52100840336134,55.1,66.7,60.9
Abhee Aaria,https://www.99acres.com/abhee-aaria-varthur-bangalore-east-npxid-r441272,"in Varthur, Bangalore","₹1.79 - 1.88 Cr, ₹2.67 Cr","3, 4 BHK Apartment",Abhee Ventures,"Choose your dream home from the wide variety of 3,4 BHK apartments in Varthur, available for sale in Abhee Aaria. This society is RERA approved and PRM/KA/RERA/1251/309/PR/050325/007545 is the RERA number. Abhee Aaria has apartments in multiple configurations, in range of 1,675 - 2,500 sqft. Apartment prices in this housing society vary in the range of Rs. 1.79 - 2.67 Cr",Varthur,Abhee Aaria,https://www.google.com/maps/search/?api=1&query=Abhee+Aaria+Varthur+Bangalore,22525000,"[3, 4]",2500,9010,East,3.72817292597513,7.39039790835377,10,9,7.5,9.5,0,48,3.94957983193277,60.4,71.2,65.8
